Еменски каньон,Бяла черква,43.1470489,25.3580279,http://sinoptik.bg/byala-cherkva-bulgaria-100732717/10-days
Бели Искър,Боровец,42.2608297,23.4955255,http://sinoptik.bg/borovets-bulgaria-100733055/10-days
Боров камък,Враца,43.1521,23.504734,http://sinoptik.bg/vratsa-bulgaria-100725712/10-days
Горица,Сапарева баня,42.267601,23.229099,http://sinoptik.bg/sapareva-banya-bulgaria-100727441/10-days
Раюв камък,Елена,42.890034,25.869795,http://sinoptik.bg/elena-bulgaria-100731696/10-days
Римският път,Трявна,42.874451,25.424217,http://sinoptik.bg/tryavna-bulgaria-100726287/10-days
